epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.661057710647583,0.7026851773262024,0.0010000000474974513,1.650423526763916,0.6560846567153931,0.6200000047683716,0.792682945728302,0.9111841917037964,0.7709665894508362,0.7234042286872864,0.8947368264198303
1,0.7884615659713745,0.843205988407135,0.0010000000474974513,1.0246570110321045,0.7692307829856873,0.800000011920929,0.9024389982223511,0.9476674199104309,0.3851260244846344,0.9411764740943909,0.8421052694320679
2,0.8269230723381042,0.904409646987915,0.0010000000474974513,0.6607713103294373,0.8047618865966797,0.8450000286102295,0.9268292784690857,0.9736841917037964,0.26374056935310364,0.970588207244873,0.8684210777282715
3,0.8341346383094788,0.9050231575965881,0.0010000000474974513,0.6627292633056641,0.8291457295417786,0.824999988079071,0.9024389982223511,0.977870762348175,0.21071533858776093,0.8571428656578064,0.9473684430122375
4,0.8365384340286255,0.8988657593727112,0.0010000000474974513,0.6388855576515198,0.84375,0.8100000023841858,0.9024389982223511,0.9724880456924438,0.24063226580619812,0.8947368264198303,0.8947368264198303
5,0.848557710647583,0.9032638669013977,0.0010000000474974513,0.6267213821411133,0.8277512192726135,0.8650000095367432,0.8780487775802612,0.9754784107208252,0.26122617721557617,0.9375,0.7894737124443054
6,0.8365384340286255,0.9136691093444824,0.0003000000142492354,0.545474648475647,0.8548387289047241,0.7950000166893005,0.9024389982223511,0.9766746759414673,0.23785433173179626,0.9411764740943909,0.8421052694320679
7,0.8653846383094788,0.9371411800384521,0.0003000000142492354,0.4283083379268646,0.878947377204895,0.8349999785423279,0.9390243887901306,0.9757775068283081,0.2252347469329834,0.9459459185600281,0.9210526347160339
8,0.8774038553237915,0.9268866181373596,9.000000136438757e-05,0.47780686616897583,0.8820512890815735,0.8600000143051147,0.9512194991111755,0.9763755798339844,0.21571938693523407,0.9473684430122375,0.9473684430122375
